PageName,PostID,PostTime,Flower,Baseball glove,Sheep,Musical instrument,Furniture,Motorcycle,Sports equipment,Airplane,Food,Woman,Snowmobile,Girl,Lily,Chair,Human leg,Picture frame,Jeans,Guitar,Bird,Maple,Skateboard,Tower,Train,Bed,Vehicle,Tire,Office supplies,Bus,House,Cake,Skyscraper,Porch,Jacket,Boy,Bull,Boat,Parachute,Auto part,Tent,Tree,Rhinoceros,Swan,Human face,Luggage and bags,Umbrella,Human hand,Helmet,Mobile phone,Fish,Watercraft,Piano,Human body,Building,Surfboard,Bicycle helmet,Wheel,Kite,Cattle,Truck,Person,Lavender,Animal,Candle,Christmas tree,Footwear,Marine invertebrates,Bicycle wheel,Paddle,Horse,Crocodile,Bicycle,Goat,Sculpture,Ski,Human head,Mammal,Window,Street light,Toy,Dog,Table,Hiking equipment,Goggles,Ball,Land vehicle,Canoe,Car,Fountain,Trousers,Balloon,Human arm,Musical keyboard,Palm tree,Glasses,Panda,Man,Football,Castle,Aircraft,Snowboard,Fashion accessory,Backpack,Poster,Carnivore,Sunglasses,Ladder,Sunflower,Plant,Human nose,Clothing,Swimming pool,Billboard,Followers,Comments,Likes
visitutah,1954155967996098359,2019-01-11T02:26:06.000Z,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9138262867927552,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.854595422744751,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5012994408607483,0,0,85073,70,33023
visitutah,1953341237706554026,2019-01-09T23:27:22.000Z,0,0,0,0,0,0,0.40835970640182495,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7136200070381165,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9718038439750672,0,0,0,0,0.553027868270874,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3056943714618683,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,85003,5,657
visitutah,1952663139595478999,2019-01-09T01:00:07.000Z,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8190024495124817,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9445680975914,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5413816571235657,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,85003,5,812
visitutah,1951962182033835693,2019-01-08T01:47:26.000Z,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8676704168319702,0,0,0,0,0,0,0.819823682308197,0,0,0,0,0,0,0,0,0,0,0,0,0.8659462332725525,0,0,0,0,0.30872324109077454,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6660507917404175,0,0,0,0,0,0,0,0,0,0,0,0,84987,32,24062
visitutah,1950522537307625637,2019-01-06T02:07:07.000Z,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3529115319252014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5207836627960205,0,0,0,0,0.9166923761367798,0,0,0,0,0.8801373839378357,0,0,0,0,0,0,0,0,0.7735984921455383,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4523531198501587,0,0,84983,25,10522
visitutah,1947451053706071894,2019-01-01T20:24:38.000Z,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9771925806999208,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,84803,36,2414
visitutah,1946116855603000650,2018-12-31T00:13:49.000Z,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3289298117160797,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4382231533527374,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6349108815193176,0,0,0,0,0,0,0,0,0,0,0,0,84810,2,740
visitutah,1945389438307421819,2018-12-30T00:08:34.000Z,0,0,0,0,0,0,0.6547860503196716,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9804859161376952,0,0,0,0,0.4033556282520294,0,0,0,0,0,0,0,0,0.4284380078315735,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,84777,8,1608
visitutah,1943996111758077155,2018-12-28T02:00:17.000Z,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.42254942655563354,0,0,0,0,84694,18,1731
visitutah,1942191590374953727,2018-12-25T14:15:01.000Z,0,0.29265180230140686,0,0,0,0,0.6579749584197998,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6214411854743958,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5259944796562195,0,0,0,0,0,0,0,0,0,0,0,0,0,0.47013798356056213,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8437408208847046,0,0,0,0,0,0,0,0,0,0,0,0,84586,4,961
visitutah,1941519955368612223,2018-12-24T16:00:36.000Z,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9106661081314088,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,84564,28,16875
visitutah,1941096879254040874,2018-12-24T02:00:01.000Z,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4230843782424927,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.31469202041625977,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,84564,57,49192
visitutah,1940377384295267404,2018-12-23T02:10:31.000Z,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4043267965316773,0,0,0,0,0,0,0,0,0,0,0,0,0.9718481302261353,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,84539,21,1838
visitutah,1937442873826843756,2018-12-19T01:00:10.000Z,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,84396,45,3383
visitutah,1936053648770759267,2018-12-17T03:00:01.000Z,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4979977011680603,0,0,0,0,0,0,0.9879150390625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,84351,51,9989
visitutah,1934531283822419874,2018-12-15T00:35:21.000Z,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.281532347202301,0,0,0,0,0,0,0,0,0.8322345614433289,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5285488367080688,0,0,0,0,0,0,0.8108392357826233,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2560737133026123,0,0,0,0,0,0,0,0,0,0.4925741553306579,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7345091700553894,84310,31,1945
visitutah,1933803657365447666,2018-12-14T00:29:41.000Z,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3219943940639496,0,0,0,0,0,0,0.5264391899108887,0,0,0.8809689879417419,0,0,0,0.9895546436309814,0,0,0,0,0,0,0,0,0,0,0,0,0.9162609577178956,0,0,0,0,0.3943314850330353,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4077189266681671,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.314598023891449,0,0,84288,33,20150
visitutah,1932369586541215966,2018-12-12T01:00:27.000Z,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6834431886672974,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5946378707885742,0,0,0,0,0,0,0,0,0,0.4808670282363891,0,0,0,0,84207,58,3548
visitutah,1931705055964539371,2018-12-11T03:00:09.000Z,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9787054657936096,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5254612565040588,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,84171,32,12677
visitutah,1930980234028687579,2018-12-10T03:00:03.000Z,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5325937271118164,0,0,0,0,0.4776305556297302,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7445933222770691,0,0,0,0,0,0,0.6956568360328674,0,0,0,0,0,0,0,0,0.2928062975406647,84149,44,3657
visitutah,1929489301723032883,2018-12-08T01:37:50.000Z,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7981287240982056,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9297274351119996,0,0,0,0,0,0,0,0.9883124232292176,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,84110,14,948
visitutah,1928443671851953035,2018-12-06T15:00:21.000Z,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2579684257507324,0,0,0,0,0,0,0.7229520082473755,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9348419308662416,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6514742374420166,0,0,84052,128,18716
visitutah,1927991169734548908,2018-12-06T00:01:19.000Z,0,0,0,0,0,0,0.40006524324417114,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8784340023994446,0,0,0,0,0,0,0.8433176279067993,0,0,0,0,0,0,0,0,0,0,0,0,0.9334121942520142,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,84052,5,699
visitutah,1925700093434763722,2018-12-02T20:09:21.000Z,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9718841314315796,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9975304007530212,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,83860,14,1734
visitutah,1925182039955985742,2018-12-02T03:00:04.000Z,0,0,0,0,0,0,0,0,0.34697476029396057,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9657495617866516,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5492973923683167,0,0,0,0,83860,31,2213
visitutah,1924406715631977790,2018-12-01T01:19:39.000Z,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3425033390522003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8448606729507446,0,0,0,0,83851,17,2015
visitutah,1922826644474921247,2018-11-28T21:00:19.000Z,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9189952611923218,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,83743,9,1012
visitutah,1922227533263099805,2018-11-28T01:10:00.000Z,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4731161594390869,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5111684203147888,0,0,0,0,0,0,0.6597777009010315,0,0,0,0,0,0,0,0,0,0,0,0,0.819153904914856,0,0,0,0,0.8502061367034912,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3811424970626831,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6856681108474731,0,0,83743,6,646
visitutah,1919065278689586609,2018-11-23T16:27:10.000Z,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.27116820216178894,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6891184449195862,0,0,0,0,83530,26,1974
visitutah,1918373742876968960,2018-11-22T17:33:12.000Z,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3299045264720917,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9586492776870728,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,83518,15,1890
visitutah,1917874017474835838,2018-11-22T01:00:20.000Z,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.521746039390564,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9868488311767578,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,83518,15,1314
visitutah,1916122722565793172,2018-11-19T15:00:50.000Z,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9024444222450256,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4908096194267273,0,0,0,0,83462,48,3541
visitutah,1914703076910264519,2018-11-17T16:00:15.000Z,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9346583485603333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5650182366371155,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.938261330127716,0,0,0,0,0,0,0,0,0,0,0,0,0,0,83438,16,1916
visitutah,1912664880484005180,2018-11-14T20:30:43.000Z,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9696378111839294,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,83341,20,2155
visitutah,1911381155644004368,2018-11-13T02:00:11.000Z,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9533243775367736,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3545527160167694,0,0,83317,41,3774
